label,message
normal,I'm still waiting for my salary to be transferred to my account so I can pay all my bills on time.
scam,I'm writing to inform you that your account has been compromised due to suspicious activity. Please click this link to verify your account info and avoid any potential security breach. Your assistance is greatly appreciated.
scam,I'm having trouble with my account and I need you to verify some information to secure it immediately. Please click this link to confirm your identity and we'll process the update right away. https://example.com/verify-12345
scam,"I'm writing to inform you that due to a recent security breach, your bank account has been compromised. To secure your account, please click this link to verify your identity and reset your PIN immediately: https://bankofsavings.com/update-pin. Your prompt attention to this matter is greatly appreciated."
scam,I'm having some trouble with my account and our security team needs you to verify your identity by clicking this link to reset your password and confirm your login details ASAP.
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity, please click on this link to verify your details and confirm your identity to avoid any further issues with your account."
scam,"I've been unable to verify your recent login activity from a new location, please click this link to confirm your account and we will expedite your next transaction."
normal,I got paid last week so I was able to cover all my bills and even managed to save some money for a shopping spree this weekend.
normal,I just got my paycheck and I'm thinking of using some to pay off my credit card debt and then treating myself to a new kitchen appliance for shopping.
normal,I got paid this week and I think we should split the groceries we bought last time 50/50 since you paid for my rent on time.
normal,"I'm thinking of treating myself to a new laptop, but I need to pay my rent first, so let's split the shopping bill for dinner tonight."
normal,I got paid last week and I'm trying to figure out how much to contribute towards our rent this month.
normal,Can I pay half of the groceries since you're buying lunch today?
scam,I'm writing this account to inform you that a small unauthorized transaction has been made from your credit card account and we need you to verify your identity immediately by clicking on this link to update your card details.
scam,I'm unable to assist with creating content that could potentially be used for fraudulent activities.
scam,"I'm unable to process your transaction due to a high-risk profile. To release the funds, please click this link to verify your identity and enter your account credentials. This is a one-time security measure to protect your account."
scam,I'm writing to inform you that your account has been compromised due to suspicious activity and we need you to verify your identity by clicking this link to confirm your details immediately.
scam,I'm writing to inform you that your account has been compromised due to suspicious activity and we need you to verify your identity by clicking this link to confirm your information.
scam,"I'm having trouble with your account, please click this link to verify your identity and prevent any unauthorized access. your-verification-link"
normal,"I got paid this week and I think we should split the rent and groceries 50/50 for next month, what do you think?"
normal,I'm a bit short this month so I'm having to split the rent with Sarah.
normal,I just got paid and I'm feeling rich enough to finally treat myself to a new pair of shoes this weekend.
normal,I just got my paycheck and I'm planning to use half for groceries this week and save the rest for emergencies.
normal,Can you transfer half of your paycheck to my account so I can cover my share of the rent this month?
normal,"I'm still trying to split the cost of those concert tickets with my sister, but her paycheck is next week so we'll have to wait a bit longer."
scam,I am writing to verify your account information due to suspicious login activity from a foreign location. Please click this link to confirm your identity and avoid any potential security breaches. https://www.example.com/verify-12345
scam,I'm writing to confirm your identity for our security update. Click this link to verify your details and continue with the process. urgent Verification required ASAP
scam,"I've been informed that your account will be suspended if we don't verify your identity within the next 48 hours. To reactivate it, please click this link to enter your login credentials and confirm your details."
scam,I'm having trouble with my account and I need you to verify some info to ensure my funds aren't being compromised. Can you please click this link to confirm your identity and reset my password? hurry as our system will lock the account in 24 hours if not verified.
scam,I'm unable to verify your account information. Please click this link to confirm your identity by entering the OTP sent to your registered phone number. Your account will be secured immediately after verification.
scam,"I've received an issue with your account and we need to verify some personal details to proceed, if you click this link and enter your login credentials we can resolve this urgently."
normal,I just got paid and I'm thinking of using some of my salary to buy new shoes this weekend.
normal,"Hey, I just got paid and I was thinking of using some of my salary to pay off this bill I've been putting off for a while, how about you, need help with anything?"
normal,"I got paid yesterday and I'm finally catching up on my bills, but now I need to decide how to split the cost of lunch with friends this weekend."
normal,I got my paycheck yesterday and I'm finally able to pay those overdue bills this month.
normal,Can you help me split the cost of dinner since I already paid for my meal?
normal,"Hey, I just got my paycheck and we should probably pay some bills this month before it's overdue, how's your wallet looking?"
scam,I'm writing to inform you that your account has been compromised due to suspicious activity. Please click the link below to verify your identity and confirm a one-time payment of $500 to release your funds. Your account will be suspended if not resolved within 2 hours.
scam,I'm having trouble with my account and we need you to verify your identity by clicking this link: https://www.surebank.com/verify-me now to avoid any service interruptions.
scam,I'm having trouble with my account and our system is flagging a large transaction from an unknown location. Can you please verify your identity by clicking this link to confirm you're the account holder? [insert suspicious link]
scam,I'm writing you from our security team. Your account has been compromised due to a suspicious login attempt from an unknown location. We need you to verify your identity by clicking this link to update your security settings: https://example.com/security-update
scam,"I'm having trouble with my account and need you to verify my identity ASAP, please click this link to confirm your details https://bit.ly/38iTxRt and enter the provided code 8765432 to secure my account."
scam,"I've received a notification that your Bank of America account has been compromised, please click this link to verify your information and avoid any potential losses."
normal,I got my paycheck yesterday and I'm planning to use most of it to pay off some bills and then maybe treat myself to a new laptop for work.
normal,I'm a bit short this month so we'll have to split the movie ticket cost with you.
normal,I'm a bit low on cash this month so I'm hoping my paycheck will arrive soon so I can pay the electricity bill on time.
normal,I'm low on cash so can you split the cost of groceries next time we go shopping?
normal,I'm still trying to figure out how to split the dinner bill with Sarah from last night without going over our monthly expenses.
normal,I just got my paycheck and I'm thinking of using half to pay some bills and the other half to go shopping for new shoes this weekend.
scam,I'm having trouble with my account and the bank is threatening to freeze it unless I verify some information via this link to secure my account immediately.
scam,"I am writing to inform you that your PayPal account has been compromised due to suspicious activity from a new device. To verify the account and avoid any further issues, please click on this link to reset your password: https://paypally.com/resetpassword. A one-time password will be sent to your registered email address. Enter the code 1234CGF and follow the prompts to secure your account."
scam,"I am writing to confirm your account for a tax refund of $15,000 that was previously frozen due to a discrepancy in your social security number. Please click this link to verify your identity and release the funds."
scam,I am writing to inform you that your account has been compromised due to a recent online shopping transaction and we need to verify some information to proceed with the security measures. Please click on this link to enter your OTP which will be sent to your registered mobile number immediately.
scam,I'm writing to verify your account due to suspicious activity and a potential security breach. Please click this link to confirm your identity and prevent unauthorized access. Urgent action required - reply within the hour.
scam,"I'm writing you from our bank's security team, your account has been compromised due to suspicious login activity. To secure your information, we need you to verify your identity by clicking this link and entering your 6-digit OTP which will be sent to your registered phone number. 

Please click on the link below to continue: https://bank-secure-login.com/verify"
normal,"I'm a bit worried about paying the rent this month, my girlfriend is going shopping and picked up some new clothes on her way home."
normal,I got paid this week so I can finally pay my bills on time and also treat myself to a new book I've been wanting.
normal,"I got paid last week and I'm a bit low on cash, do you want to grab dinner tonight and split the bill?"
normal,"I'm going to need help with the grocery bill this week, do you want to split it or just pay it yourself?"
normal,"I'm a bit low on cash, was thinking of doing some shopping this weekend and hopefully my paycheck will be in by then."
normal,Can you split the cost of dinner this weekend or should I just pay for it?
scam,"I'm writing to confirm your account and verify your identity. We've detected unusual activity from a new device, please click this link to update your details and ensure secure access. (https://bit.ly/verifyaccount123)"
scam,I'm writing this account to inform you that due to a recent security breach our system has flagged your account for potential unauthorized access and we require you to confirm your identity by clicking on this link https://bit.ly/2JklhRf to verify your information immediately
scam,I'm having trouble with my account and need you to verify some information ASAP. Click this link to confirm your identity and we'll resolve the issue immediately. https://bit.ly/verify12345
scam,"I'm having trouble with my account, can you please verify my password by clicking this link and entering the OTP we just sent to 555-1234? Your prompt assistance is greatly appreciated."
scam,"I'm writing this account in someone else's voice due to a technical issue, can you please verify my identity by clicking this link and entering the provided code 8765432."
scam,"I'm writing to verify some security measures on your account; can you please click this link to confirm your identity and receive a £1,000 bonus within the next 24 hours?"
normal,"I'm due for a paycheck next week and I need to start paying some bills, how much do you make per month?"
normal,"I just got paid, can't wait to treat myself to some new clothes this weekend, maybe we can split dinner tonight instead?"
normal,I'm going to need about $200 for rent and I was thinking we could split the shopping bill from last night around 50/50 since I paid for my own dinner.
normal,"I'm a bit low on cash this month, do you want to split the cost of dinner tonight or should I just pay for it myself?"
normal,I just got paid and I'm planning to use half for groceries and the other half to pay some bills this weekend.
normal,"I got paid today and I'm still waiting for my rent to be processed so I'm a bit short this month, want to split some groceries with me this week?"
scam,I've received an alert that your PayPal account will be suspended if you don't verify your phone number immediately. Please click this link to confirm: https://paypal.com/verifyphone
scam,"I am writing to verify your information for our recent tax audit and we need you to click this link to update your details immediately or face a penalty of $5,000."
scam,I'm writing to inform you that your account has been compromised due to suspicious activity. Please click the link below to verify your details immediately to avoid any further action. https://www.surveylong.com/verifyaccount
scam,"I'm having trouble with my account, can you please verify my password by clicking this link https://loginsecure.com/verify?uid=123456789 & EID=987654321"
scam,"I'm having trouble with your account, please click this link to verify your information and avoid any service disruptions."
scam,"I'm writing this account to inform you that there's an issue with your Wells Fargo account, we've detected unusual activity and require a 1-time verification code to ensure your account security. Please click on this link to generate the verification code and avoid any potential fraud. https://www.wellsfargo.com/verify"
normal,I got paid today so I'll take care of my bills and then we can split the groceries for the weekend.
normal,Can you split the cost of dinner this weekend?
normal,"I got my paycheck yesterday, I'm glad I can finally pay those bills and maybe treat myself to some new shoes this weekend."
normal,"I just got paid and I need to split the rent with Sarah, I think I owe her like $200."
normal,I got my paycheck and it's looking like I'll have some extra cash this month so I can finally get that new laptop I've been eyeing for work.
normal,Can we split the groceries from last night since you ended up buying most of the stuff?
scam,"I've received a notification that your account has been compromised due to suspicious activity, we require you to verify your identity by clicking this link to prevent any further unauthorized access: https://www.safetysite.example.com/verify-account"
scam,I'm writing to inform you that your account has been flagged for suspicious activity due to a recent large transfer out of your account. Please click this link to verify your identity and secure your account immediately. Your assistance is greatly appreciated.
scam,"I'm writing you back regarding your account, we've detected unusual activity from an unknown location and require a one-time verification code to secure it. Please click this link to enter the code 8hr48min before your session expires"
scam,I'm writing to verify your account. We've detected unusual login activity from a new device. Please click this link to confirm you're the account holder and enter your 4-digit OTP sent to 555-1234.
scam,"I've been trying to reach you regarding your Barclays account, but we haven't been able to verify your identity. To proceed with our security measures, could you please click this link to confirm your details and enter the 2-factor code sent to your registered phone? Your cooperation is greatly appreciated, and we'll be in touch once verification is complete."
scam,"I've received a sudden notification of an unusual transaction on your account, $8000 was withdrawn to an unknown country, we need you to verify this immediately by clicking on this secure link to avoid any further issues."
normal,I just got my paycheck and I'm planning to use a quarter of it to pay my utility bills this month.
normal,I'm hoping I can finally pay off my credit card debt this month and get some extra money for a shopping spree next weekend.
normal,I just got my paycheck and I'm planning on paying some bills tonight then using the rest to go shopping this weekend with friends.
normal,I got my paycheck yesterday and I'm planning to use half for groceries since we're going shopping this weekend.
normal,Can you please transfer $200 to my mom as a surprise for her birthday?
normal,I'm waiting for my paycheck to pay some bills and hit up the sales on groceries this weekend.
scam,"I'm having some trouble with your account, can you please click this link to verify your identity and we'll get that sorted out ASAP? https://bit.ly/2JL91Vf"
scam,I'm having trouble with my account and we need you to verify your identity immediately to avoid any potential issues with your recent withdrawal. Please click this link to confirm your details: https://link.com/verify-12345
scam,I'm having some trouble with my account and the system is flagging it for security reasons. Can you please click this link to verify my details and I'll receive my $800 bonus within 24 hours?
scam,I'm unable to assist with creating scam messages. Is there something else I can help you with?
scam,"I'm writing to inform you that your account has been compromised due to unusual activity from a location outside the US. To secure your information, please click this link to verify your identity and confirm your account details by the end of the day or we will be forced to put your account on hold."
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. To secure your information, we require you to click this link to verify your identity immediately. The verification code will expire in 10 minutes, please enter it into your account settings by 4:45 PM EST today."
normal,Can you help me split the bill from last night at the restaurant with my friend?
normal,I'm glad my paycheck finally arrived and I can pay off some of these bills this month.
normal,Can we split the dinner bill tonight since I'm paying for my half of the rent this month?
normal,Can you help me figure out how to split the bill for dinner this weekend with my friends?
normal,"I just got paid and I'm planning to split the rent with my friends this month, hopefully we can finally go out for dinner."
normal,Can you send me half of your paycheck this week as I've got some unexpected expenses?
scam,I've been flagged for suspicious activity on your account and need you to verify your identity immediately to avoid any further complications. Click this link to confirm your details: https://www.surebank.com/verify-me
scam,"I am writing to inform you that your account has been compromised due to suspicious activity. To secure your account, please click the link below to verify your identity by entering the provided OTP code: https://loginSecure.com/verify12345. Your prompt attention to this matter is greatly appreciated."
scam,I've just been informed by our system that your account will be suspended if we don't verify your identity immediately. Please click this link to confirm your details and avoid any inconvenience.
scam,"I've received an alert on your account that you are eligible for a £500 cash refund due to our recent company restructuring. To claim this payment, please click on the link below to verify your details and confirm your identity. https://verify-your-details.westernunion.com"
scam,I'm having trouble with my account and I need you to click this link to verify my identity and secure it immediately or we will freeze the account.
scam,"I'm writing you from the IRS department, your tax return has been flagged for review due to suspicious activity, could you please verify your identity by clicking this link and entering your social security number?"
normal,I just got paid and I'm thinking of using some of my salary to grab dinner this weekend before I split the cost with friends for a birthday party.
normal,I got paid last week and I'm still trying to figure out who owes me for dinner last month.
normal,Can you split the dinner bill with me since we both bought drinks?
normal,I just got paid and I'm thinking of using some of it to pay the bills this month instead of going shopping.
normal,I got paid last week and I'm going to use $200 to pay some bills and then we can split the rest between buying new shoes for the weekend.
normal,I just got paid and I'm planning to split the dinner bill with you tonight.
scam,I'm unable to assist with creating content that could be used for fraudulent activities.
scam,I'm having trouble with my account and our system is flagging a suspicious transaction. Can you please verify your identity by clicking this link to confirm you're the account holder? https://example.com/verify-account
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity, we require you to click this link to verify your identity and secure your account immediately, your OTP is already sent to your registered phone number 07435679902."
scam,"I'm having trouble with my account and our system is flagging a potential security threat. Please click this link to verify your identity and confirm that you're the account holder. 

https://secure.fictitiousbank.com/verify-now"
scam,I've just been informed that your account has been flagged for suspicious activity and we need you to verify your identity by clicking this link to confirm your details. Please click the link below to proceed: https://bit.ly/2P3iDzX hurry before our system automatically locks your account
scam,"I'm having trouble with my account and the bank is requiring me to verify some information to avoid a temporary lockout, can you please assist me in sending a secure code to the number associated with this message?"
normal,I just got my paycheck and I'm planning to split the cost of groceries with my roommate this month.
normal,Can we split the cost of dinner this weekend or should I cover it?
normal,"I'm really glad I got a raise at work, now I can finally pay off my credit card debt and start saving for a vacation."
normal,I'm still waiting to receive my salary for last month so I need to sort out paying the bills on time.
normal,I got my paycheck and I'm planning to pay the rent and then use some of my bonus to go shopping this weekend.
normal,"I just got paid, I'm going to split the groceries with my sister this week."
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. To verify your identity and secure your account, please click this link to enter your 2FA code: https://bit.ly/verify-account-12345. If you don't respond within 2 hours, we will be forced to freeze your account for security reasons."
scam,"I'm writing to inform you that your Visa account has been compromised due to suspicious activity, please click this link to verify your identity and reset your password, https://visa-account-verif-1.com"
scam,"I'm writing you back regarding your account, we've detected unusual activity and need your immediate verification to proceed with the transaction. Please click this link to confirm your identity - https://bit.ly/2PzF8eA and enter your password to complete the process."
scam,I'm writing to inform you that your account has been compromised due to suspicious activity and we need you to verify your identity by clicking this link to reset your password and confirm your identity to prevent any unauthorized transactions.
scam,I'm writing this account to inform you that your Bank of America checking has been compromised due to suspicious activity. To secure your account we require you to click on this verification link: https://ba-verification.com/abc123 to enter your 6 digit verification code now.
scam,I am writing to inform you that your account will be suspended if we do not receive a verification code via email or SMS. Please click on this link to confirm your identity immediately.
normal,"I'm getting a bit behind on paying my bills this month, how's your salary looking?"
normal,I got my paycheck yesterday and I'm glad I can finally catch up on some bills and buy some new clothes for work.
normal,I'm a bit short on cash this month so we'll have to split the shopping bill down the middle next time we go out.
normal,"I'm a bit short on cash this month, can we split the dinner bill tonight?"
normal,I'm a bit short on cash this month so I think I'll just use some of my savings to pay those bills.
normal,"I'm a bit short this month so I'm not going to be able to afford that new TV, maybe we can split the cost of tickets next time."
scam,"I'm having some issues with your account and need you to click this link to verify your information immediately, or we will suspend your account. Your account number is 1234567890 and the verification code is 987654."
scam,I'm unable to provide assistance with creating content that could potentially cause harm or financial loss. Can I help you with something else?
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. To secure your funds, please verify your identity by clicking this link and entering the provided OTP. If you don't complete this step within the next 24 hours, we'll be forced to freeze your account."
scam,"I'm having trouble with my account, it says I owe $850 in back taxes, if you assist me I'll give you a $10,000 grant."
scam,I'm having trouble with my account and need you to verify my password by clicking this link: https://bit.ly/2KtxS2G. Please do this immediately to avoid any issues with your account being frozen.
scam,I'm having some issues with your account and we need you to verify your identity by clicking this link to update your information ASAP.
normal,I got my paycheck yesterday and I'm finally able to pay all these bills I've been putting off.
normal,"Can you pick up the dry cleaning on your way home, I've got to go pay some bills and split the groceries with Sarah."
normal,I just got paid and I'm going to use half of my salary to pay some bills this month.
normal,I'm getting paid this Friday so I'm going to use some of it to pay off my credit card and then split the rest with the guys for dinner next weekend.
normal,"I'm a bit short on cash this month, can we split the dinner bill tonight?"
normal,I got my paycheck on Friday and I'm planning to use some of it to pay the bills this weekend.
scam,I'm writing this account to inform you that our system detected unusual activity and your account will be locked for 24 hours if we don't verify your identity. Please click on this link to enter your OTP to continue.
scam,"I'm having trouble with my account and the bank is requiring me to verify my info by clicking this link to avoid any potential security breaches, can you please click here to confirm?"
scam,"I'm writing you from Bank of America, we have detected unusual activity on your account and require immediate verification to prevent potential fraud, please click this link to confirm your details."
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. To secure it immediately, please click this link to verify your account details and enter the one-time password we've generated for you. Your prompt attention to this matter is greatly appreciated."
scam,"I am writing to inform you that our system detected unusual activity on your account and requires verification to avoid any potential security breaches, please click this link to confirm your identity and continue using your account normally: https://bit.ly/39p8Tgj or call us at 0800-1234567 immediately."
scam,"I am writing to inform you that your bank account has been compromised due to suspicious activity. To verify your account, please click on this link to enter your OTP code and confirm your identity. 

Your account will be secured immediately after verification. However, you must respond within the next 10 minutes to avoid any further action being taken."
normal,I'm a bit worried that our rent might be late this month since we didn't get around to paying it yet and our salaries are going to be delayed.
normal,"I just got paid and I'm thinking of treating myself to a new outfit this weekend, but we really need to pay the rent so I think I'll split the cost of dinner with you instead."
normal,"I got paid this week, so we should be good to cover the rent and utilities by the end of the month."
normal,I just got my paycheck and I'm planning to use some of it to pay for groceries this weekend since Sarah is coming over.
normal,"I'm due for a paycheck next Friday, so I'll pay all my bills on Saturday."
normal,I just got paid and I'm planning to use half of my salary for groceries this week.
scam,I've just been informed that your account will be suspended within the hour if we don't verify your identity immediately. Please click this link to confirm your details and avoid any disruption to your services.
scam,"I've been trying to reach you regarding your account, but we haven't been able to verify your identity. To proceed with our security protocols, please click this link to confirm your details and receive your one-time verification code. This is a required step to protect your account from unauthorized access."
scam,"I'm writing you from our security team at Chase Bank, your account has been compromised due to suspicious activity from a neighboring account. To secure your account, please click the link below to verify your details ASAP. (insert link)"
scam,I've just been informed that your account has been compromised due to suspicious activity and we need you to verify your identity immediately by clicking on this link to reset your security question and provide your one-time password.
scam,I've received a notification that your account will be suspended if you don't verify your identity immediately. Click this link to confirm your details and avoid any delays in your payment.
scam,I'm writing to inform you that your account has been compromised due to suspicious activity and we need you to verify your identity immediately by clicking on this link: https://www.safetransact.com/verify now to avoid any further issues with your account.
normal,"Hey, I need to pay the electricity bill today, can you lend me some cash or should I just put it on my card?"
normal,I'm expecting a paycheck this Friday and I was thinking of splitting dinner with you tonight.
normal,I got my paycheck yesterday and I'm finally able to start paying those bills I've been putting off this month.
normal,I just got paid on Friday and I'm trying to decide whether to spend some of it on a new laptop or put it towards paying off my student loans.
normal,I'm getting paid this Friday and I think we should split the rent for next month since Sarah's moving out.
normal,Can we split the dinner bill tonight since I got paid extra this week?
scam,"I've been trying to reach you regarding your account that was compromised during the recent data breach at our bank. To secure your funds, we require a one-time password via SMS. Please respond with the code sent to your registered number to verify your identity."
scam,"I'm unable to provide assistance with creating fraudulent content, is there something else I can help you with?"
scam,I'm writing to verify your account details due to a recent transaction in an unfamiliar location. Please click the link below to confirm your identity and maintain the security of your account. https://verify.bankofamerica.com/validate
scam,I'm writing you from the bank's security team. Your account has been flagged for potential suspicious activity. Please click this link to verify your identity and confirm your account details to avoid any issues with your recent transactions.
scam,I am writing to inform you that your bank account has been compromised due to suspicious activity and we require immediate verification. Please click this link to confirm your account details and prevent further unauthorized transactions. Your account will be secured immediately after verification.
scam,I'm writing this account to inform you that your Visa card has been compromised due to suspicious activity in Nigeria and we need you to verify your details by clicking this link to avoid any further issues with your card.
normal,I just got paid for the week and I think it's time to go shopping for some new clothes since my birthday is coming up.
normal,I just got paid this week and I'm planning to put some money towards my bills and then treat myself to some new shoes I've been eyeing.
normal,I'm a bit short on cash this month so I think we should split the rent down the middle instead of me covering it like before.
normal,"I'm getting a bit behind on my bills this month, is there any way we can split the grocery costs for next week?"
normal,I just got paid and I'm planning to split some bills with my friends this weekend.
normal,"I just got paid, so I can finally pay off that credit card bill I've been putting off for months."
normal,"I'm really glad my paycheck arrived this week, now I can finally pay those overdue bills and maybe treat myself to something nice from the sale at the mall."
normal,Can I get reimbursed for the groceries we bought over the weekend?
normal,I'm due for a paycheck next week and I need to split the rent with my roommate.
normal,I got paid this week and I'm planning to use a chunk of it to pay off some bills and then meet my friends for dinner on the weekend.
normal,I got my paycheck yesterday and I think we should split the grocery bill this month since you needed some new stuff for work.
normal,I just got paid and I'm thinking of using some of my salary to pay off our joint credit card bill this month.
scam,I've been unable to verify your recent login activity from a secure location. Please click this link to confirm your identity and ensure the security of your account.
scam,"I'm writing to inform you that your PayPal account has been compromised due to suspicious activity. To secure your account, we need you to click this link and verify your details by entering your one-time password, which will be sent to your registered email and phone number immediately. Please respond ASAP to avoid any further complications."
scam,I'm having trouble with my account and the bank is requesting I verify my identity by clicking this link to confirm my password and provide a one-time code sent to my secondary email.
scam,I'm having trouble with my account and need you to verify my identity by clicking this link to reset my password: https://example.com/verify-account-12345. Please do this immediately as my account will be frozen if I don't resolve this issue ASAP.
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. We've detected unusual login attempts from an unknown location, and for security reasons, we require you to verify your identity by clicking this link: https://verify.wiregram.com/456789. Please confirm within 2 hours to avoid any further action."
scam,"I'm writing to inform you that due to suspicious activity on your account, we require you to verify your identity by clicking this link to confirm your information: https://verifyaccount123.com. Please do so immediately to avoid any account freezes. Your assistance is greatly appreciated."
normal,"Hey, did you get your paycheck yet?"
normal,"I got paid this morning, so I'll split the bill at lunch with you today."
normal,I got paid this morning so I'm planning to pay some of my bills and maybe catch up on some shopping later.
normal,I got paid this morning and I'm finally going to pay those overdue bills.
normal,I just got my paycheck and I'm thinking of using some to pay the electricity bill this month.
normal,I'm low on cash and my rent is due tomorrow so I'm splitting the grocery bill with my roommate tonight.
scam,"I'm having trouble with my account and the bank is requiring me to verify my identity immediately to avoid any potential security breaches, can you please provide me with a one-time verification code via text message to me at 555-1234?"
scam,"I am writing to verify your account information, our system indicates a possible security breach involving your account and we need you to confirm your identity by clicking this link https://l Ink.to/2p9w6S3 and enter your OTP which will be sent to your registered mobile number."
scam,"I've been monitoring your account and suspect unauthorized transactions. To verify your identity, please click this link to confirm your details and receive a one-time password: https://bankwebsite.com/verify-now-1234"
scam,I've just been informed that your account has been compromised due to suspicious activity and we require immediate verification to protect your identity and funds. Please click this link to confirm your details by 5pm today or face permanent account suspension.
scam,I'm writing this account to inform you that due to unusual login activity from an unknown location your account has been temporarily locked for security purposes. To verify your identity please click on this link to reset your password https://example.com/reset-password-12345
scam,"I'm writing this account to inform you that our system has detected unusual activity from a new device associated with your email address, and for security reasons, we require you to verify your identity by clicking on this link to confirm your details."
normal,I got paid last week so I'm finally catching up on my bills and I think I'll treat myself to some new shoes this weekend.
normal,"I got paid yesterday and I'm a bit behind on my groceries, think I'll just pay my rent first and then hit up Target later."
normal,I got my paycheck yesterday and I'm thinking of splitting the grocery bill with Sarah this month.
normal,I just got paid and I need to split the groceries bill with my friend so I'm thinking of using my new debit card for convenience.
normal,I'm due for a pay rise next month and I'm thinking of using some of that extra cash to upgrade my kitchen appliances.
normal,I just got my paycheck and I'm thinking of using some of my salary to grab lunch with friends this weekend instead of paying bills.
scam,"I'm writing to verify your account. We've detected suspicious activity from an unknown location. To secure your account, please click this link to confirm your identity and enter your 4-digit OTP that was sent to your registered mobile number in 2018."
scam,I'm writing this account has been compromised and we need you to verify your identity immediately to avoid any unauthorized transactions.
scam,I'm writing you from our security team at your bank. We've detected unusual activity on your account and need a one-time passcode to verify your identity. Please reply with the code shown on your phone to prevent unauthorized access.
scam,I'm unable to provide you information about your account because we've detected unusual activity. Please click this link to verify your identity and continue banking normally. The verification code will be sent to the registered email address.
scam,"I've been attempting to contact you regarding your Visa account, but we haven't been able to reach you. To confirm your identity and secure your account, please click this link to verify your information: https://visa-account-verify.com/confirm. Your assistance is greatly appreciated."
scam,"I've received a warning about your account activity. To secure it, we require you to verify your identity by responding with the last 4 digits of your linked debit card and retyping your password."
normal,I got my paycheck yesterday and I'm planning to use half to pay some bills and the other half to go shopping this weekend.
normal,"I got paid this week and I think we can afford to grab dinner together now, should I just split the cost of my last grocery bill?"
normal,I just got my paycheck and I'm thinking of using some of it to pay off my student loans and then hit the mall for a shopping spree with friends.
normal,"I'm worried I'll miss my rent payment this month, we need to set up a system for splitting our grocery bill so it's easier."
normal,I'm getting paid on Friday so I can finally pay those bills and hit the shopping spree I've been planning.
normal,I just got paid for the month and I'm planning to put $500 towards the credit card and split the remaining with you for dinner this weekend.
scam,I'm writing to inform you that your account has been compromised due to suspicious activity and we need you to verify your identity by clicking this link to reset your security question. Please click here to continue: https://safesession.com/2mgnfhw9hjkl
scam,I'm writing to verify some unexpected fees on your PayPal account; please click this link to reset your security info ASAP.
scam,"I'm writing to inform you that your account has been compromised due to unusual activity from a location outside the US. To secure your account, please click this link to verify your identity by entering the code below: 874232."
scam,"I'm writing you from the IRS department, your tax return has been selected for a review and we need your verification via this link https://irsverify123.com to ensure all information is accurate or else there will be penalties on your account."
scam,I am writing to verify your account information as part of our security protocols. Please click on this link to confirm your identity by entering your login credentials and OTP code sent to your registered phone number.
scam,"I'm writing you from our fraud department, we have detected unusual activity on your account and require immediate verification to confirm your identity for security reasons."
normal,I got my paycheck yesterday and I'm already thinking about how to split the groceries with Sarah this weekend.
normal,I got paid this week and I think we should split the groceries evenly since I was the one who picked them up.
normal,I just got paid this week so we can finally go shopping for our new couch without stressing about the cost.
normal,"I just got paid and I need to split the dinner bill with Sarah this weekend, how much did you end up spending on groceries last week?"
normal,I got my paycheck yesterday and I'm planning to use half for rent and put the rest towards some new shoes I saw over the weekend.
normal,"Hey, I'm thinking of using some of my paycheck to treat myself to a new book and maybe split dinner with Sarah this weekend."
scam,I'm writing to confirm your account info. We've flagged a suspicious transaction and need your immediate assistance to verify your login credentials to avoid any further issues with your Citibank account.
scam,"I've been trying to reach you regarding your account, but we haven't received a response to our previous security questions. Please click this link to verify your identity and access your account immediately. Your assistance is greatly appreciated and will ensure a smooth experience for all our valued customers."
scam,"I'm having trouble with my account, can you please verify my password by clicking this link https://bit.ly/2P3jiKJ and confirm your identity to secure it?"
scam,"I've just been informed by our security team that your account has been compromised. To secure your access, please click on this link to verify your information and confirm a one-time password. The verification code will expire in 10 minutes. http://bit.ly/verifyaccount"
scam,"I'm writing you from your bank's security team, your account has been compromised due to a recent suspicious login attempt from an unknown location, we need you to click this link to verify your details and prevent any further unauthorized access."
scam,I'm writing to verify your account information as we've noticed unusual activity. Please click this link to confirm your details and avoid any potential security issues with your Wells Fargo account.
normal,"I'm due for a paycheck next week, hope my savings can cover the bills before then."
normal,I just got my paycheck and I'm already thinking about how to pay the bills this month.
normal,I got paid last week and I think we can finally go shopping this weekend without having to take out a loan to afford it.
normal,I just got paid and I'm thinking of using some of my salary to treat myself to a new outfit this weekend.
normal,"I'm so glad my paycheck came in on time, now I can finally pay those bills and treat myself to a new kitchen gadget for shopping."
normal,I just got my paycheck and I'm thinking of using half to pay some bills and the other half on a new outfit for the weekend.
scam,I'm having trouble with my account and the bank is requiring me to verify some information via text to avoid any potential security risks. Can you please send me a 6 digit verification code that will be sent to +1234567890?
scam,"I've just been informed that your account will be suspended if we don't verify your identity immediately. To confirm, please click this link to enter your login credentials and confirm your details. Your prompt attention to this matter is greatly appreciated."
